Date,gold_oz_usd_price,gold_kg_usd_price,gold_oz_gbp_price,gold_kg_gbp_price,gold_oz_eur_price,gold_kg_eur_price
2012-11-30 09:00:00+00:00,1728.25,55564.45,1077.87,34654.28,1329.52,42745.0
2012-12-03 09:00:00+00:00,1718.0,55234.9,1069.67,34390.64,1317.59,42361.44
2012-12-31 09:00:00+00:00,1664.0,53498.76,1029.32,33093.36,1261.56,40560.04
2013-01-02 09:00:00+00:00,1681.5,54061.4,1031.22,33154.44,1270.11,40834.93
2013-01-30 09:00:00+00:00,1666.25,53571.1,1057.2,33989.72,1230.7,39567.87
2013-02-01 09:00:00+00:00,1665.0,53530.92,1052.46,33837.33,1218.0,39159.55
2013-03-01 09:00:00+00:00,1570.0,50476.6,1043.74,33556.97,1203.99,38709.12
2013-04-02 09:00:00+00:00,1597.75,51368.78,1051.64,33810.96,1244.64,40016.05
2013-04-30 09:00:00+00:00,1472.75,47349.94,950.04,30544.45,1126.13,36205.87
2013-05-01 09:00:00+00:00,1469.5,47245.45,942.95,30316.5,1113.6,35803.02
2013-05-30 09:00:00+00:00,1406.25,45211.92,926.75,29795.66,1083.9,34848.14
2013-06-03 09:00:00+00:00,1396.75,44906.49,915.0,29417.89,1072.61,34485.16
2013-07-01 09:00:00+00:00,1243.5,39979.4,816.27,26243.65,952.8,30633.19
2013-07-30 09:00:00+00:00,1322.25,42511.26,864.05,27779.81,996.65,32043.0
2013-08-01 09:00:00+00:00,1323.75,42559.49,870.26,27979.47,999.21,32125.3
2013-08-30 09:00:00+00:00,1392.75,44777.89,899.19,28909.59,1051.85,33817.71
2013-09-02 09:00:00+00:00,1391.25,44729.66,893.14,28715.08,1052.46,33837.33
2013-09-30 09:00:00+00:00,1335.75,42945.3,827.3,26598.27,989.59,31816.01
2013-10-01 09:00:00+00:00,1332.25,42832.77,819.85,26358.75,983.14,31608.64
2013-10-30 09:00:00+00:00,1349.5,43387.37,840.23,27013.98,980.81,31533.73
2013-11-01 09:00:00+00:00,1314.75,42270.13,821.67,26417.27,971.73,31241.8
2013-12-02 09:00:00+00:00,1237.5,39786.49,754.3,24251.27,913.08,29356.16
2013-12-30 09:00:00+00:00,1201.5,38629.07,729.29,23447.18,873.76,28092.0
2014-01-02 09:00:00+00:00,1219.75,39215.82,737.05,23696.67,888.84,28576.83
2014-01-30 09:00:00+00:00,1254.0,40316.98,761.89,24495.3,922.19,29649.05
2014-02-03 09:00:00+00:00,1246.5,40075.85,762.38,24511.05,922.58,29661.59
2014-03-03 09:00:00+00:00,1344.25,43218.58,803.5,25833.09,975.58,31365.58
2014-03-31 09:00:00+00:00,1294.0,41603.01,777.78,25006.17,939.86,30217.16
2014-04-01 09:00:00+00:00,1286.5,41361.88,772.67,24841.88,932.45,29978.92
2014-04-30 09:00:00+00:00,1292.0,41538.7,768.32,24702.03,934.67,30050.29
2014-05-01 09:00:00+00:00,1283.0,41249.35,759.04,24403.67,924.15,29712.07
2014-05-30 09:00:00+00:00,1254.0,40316.98,749.33,24091.48,921.04,29612.08
2014-06-02 09:00:00+00:00,1244.75,40019.58,743.49,23903.72,915.26,29426.25
2014-06-30 09:00:00+00:00,1313.0,42213.87,771.54,24805.55,961.62,30916.76
2014-07-01 09:00:00+00:00,1325.75,42623.79,773.39,24865.03,968.48,31137.31
2014-07-30 09:00:00+00:00,1297.5,41715.53,766.21,24634.19,968.43,31135.7
2014-08-01 09:00:00+00:00,1284.5,41297.57,762.99,24530.66,959.16,30837.67
2014-09-01 09:00:00+00:00,1287.25,41385.99,774.47,24899.75,979.34,31486.47
2014-09-30 09:00:00+00:00,1210.0,38902.35,746.54,24001.78,959.94,30862.74
2014-10-01 09:00:00+00:00,1208.5,38854.12,746.17,23989.89,958.75,30824.48
2014-10-30 09:00:00+00:00,1205.75,38765.71,753.59,24228.45,958.08,30802.94
2014-11-03 09:00:00+00:00,1170.75,37640.43,731.9,23531.1,936.9,30121.99
2014-12-01 09:00:00+00:00,1178.75,37897.64,750.56,24131.03,945.46,30397.2
2014-12-30 09:00:00+00:00,1186.5,38146.81,764.5,24579.21,976.54,31396.44
2015-01-02 09:00:00+00:00,1184.25,38074.47,766.41,24640.62,983.35,31615.39
2015-01-30 09:00:00+00:00,1263.5,40622.41,837.42,26923.64,1114.98,35847.39
2015-02-02 09:00:00+00:00,1274.25,40968.03,847.92,27261.22,1122.69,36095.27
2015-03-02 09:00:00+00:00,1216.75,39119.36,789.48,25382.33,1084.93,34881.26
2015-03-30 09:00:00+00:00,1187.4,38175.74,800.36,25732.13,1095.01,35205.34
2015-04-01 09:00:00+00:00,1181.25,37978.01,800.36,25732.13,1099.5,35349.69
2015-04-30 09:00:00+00:00,1204.3,38719.09,779.73,25068.87,1075.99,34593.83
2015-05-01 09:00:00+00:00,1179.0,37905.68,771.04,24789.48,1049.24,33733.8
2015-06-01 09:00:00+00:00,1187.3,38172.53,780.4,25090.41,1088.29,34989.29
2015-06-30 09:00:00+00:00,1175.0,37777.07,747.08,24019.14,1053.01,33855.01
2015-07-01 09:00:00+00:00,1171.7,37670.98,748.38,24060.94,1053.26,33863.05
2015-07-30 09:00:00+00:00,1085.65,34904.41,695.4,22357.6,989.74,31820.83
2015-08-03 09:00:00+00:00,1093.0,35140.72,699.99,22505.17,995.9,32018.88
2015-09-01 09:00:00+00:00,1141.9,36712.88,744.1,23923.34,1012.23,32543.9
2015-09-30 09:00:00+00:00,1122.5,36089.16,739.12,23763.23,1000.8,32176.42
2015-10-01 09:00:00+00:00,1114.2,35822.31,735.69,23652.95,998.66,32107.62
2015-10-30 09:00:00+00:00,1147.75,36900.97,748.04,24050.01,1042.7,33523.53
2015-11-02 09:00:00+00:00,1135.8,36516.77,733.86,23594.11,1030.86,33142.87
2015-11-30 09:00:00+00:00,1055.65,33939.89,703.05,22603.55,998.2,32092.83
2015-12-01 09:00:00+00:00,1069.25,34377.14,708.55,22780.38,1009.25,32448.09
2015-12-30 09:00:00+00:00,1067.8,34330.52,720.53,23165.54,977.26,31419.59
2016-01-04 09:00:00+00:00,1072.7,34488.06,725.02,23309.9,982.3,31581.63
2016-02-01 09:00:00+00:00,1122.0,36073.09,785.6,25257.59,1032.86,33207.17
2016-03-01 09:00:00+00:00,1240.0,39866.87,886.09,28488.41,1141.7,36706.45
2016-03-30 09:00:00+00:00,1238.2,39809.0,860.23,27657.0,1094.12,35176.72
2016-04-01 09:00:00+00:00,1232.1,39612.88,860.2,27656.03,1080.69,34744.94
2016-05-03 09:00:00+00:00,1296.5,41683.38,881.32,28335.05,1118.15,35949.31
2016-05-31 09:00:00+00:00,1210.5,38918.42,829.07,26655.18,1087.39,34960.35
2016-06-01 09:00:00+00:00,1216.25,39103.29,841.77,27063.49,1090.0,35044.26
2016-06-30 09:00:00+00:00,1317.0,42342.47,976.82,31405.45,1183.59,38053.25
2016-07-01 09:00:00+00:00,1331.75,42816.69,1001.34,32193.78,1199.51,38565.09
2016-08-01 09:00:00+00:00,1348.85,43366.47,1022.97,32889.2,1207.76,38830.33
2016-08-30 09:00:00+00:00,1318.85,42401.95,1008.39,32420.44,1180.9,37966.76
2016-09-01 09:00:00+00:00,1305.7,41979.17,985.8,31694.16,1172.13,37684.8
2016-09-30 09:00:00+00:00,1327.9,42692.91,1025.01,32954.79,1187.67,38184.42
2016-10-03 09:00:00+00:00,1318.65,42395.52,1023.4,32903.03,1173.99,37744.6
2016-10-31 09:00:00+00:00,1274.2,40966.42,1046.25,33637.67,1163.22,37398.34
2016-11-01 09:00:00+00:00,1284.4,41294.36,1048.58,33712.58,1167.52,37536.59
2016-11-30 09:00:00+00:00,1187.4,38175.74,952.06,30609.4,1115.44,35862.18
2016-12-01 09:00:00+00:00,1168.75,37576.13,930.09,29903.04,1099.68,35355.48
2016-12-30 09:00:00+00:00,1159.1,37265.88,942.58,30304.61,1098.36,35313.04
2017-01-03 09:00:00+00:00,1148.65,36929.9,935.12,30064.76,1103.28,35471.22
2017-01-30 09:00:00+00:00,1189.85,38254.51,949.38,30523.23,1112.63,35771.83
2017-02-01 09:00:00+00:00,1210.0,38902.35,960.01,30864.99,1122.03,36074.05
2017-03-01 09:00:00+00:00,1246.05,40061.38,1007.18,32381.54,1182.5,38018.2
2017-03-30 09:00:00+00:00,1250.9,40217.31,1005.72,32334.6,1165.34,37466.5
2017-04-03 09:00:00+00:00,1246.25,40067.81,997.25,32062.29,1168.48,37567.45
2017-05-02 09:00:00+00:00,1255.8,40374.85,974.25,31322.82,1150.19,36979.41
2017-05-30 09:00:00+00:00,1262.8,40599.9,982.46,31586.78,1132.23,36401.99
2017-06-01 09:00:00+00:00,1266.15,40707.61,984.81,31662.33,1128.01,36266.31
2017-06-30 09:00:00+00:00,1243.25,39971.36,957.43,30782.04,1090.83,35070.95
2017-07-03 09:00:00+00:00,1235.2,39712.54,952.09,30610.36,1085.0,34883.51
2017-07-31 09:00:00+00:00,1266.35,40714.04,965.59,31044.39,1079.06,34692.53
2017-08-01 09:00:00+00:00,1267.05,40736.54,957.76,30792.65,1072.3,34475.2
2017-08-30 09:00:00+00:00,1310.6,42136.71,1014.93,32630.71,1096.71,35259.99
2017-09-01 09:00:00+00:00,1318.4,42387.48,1020.18,32799.5,1107.98,35622.33
2017-09-30 09:00:00+00:00,1283.1,41252.56,960.02,30865.32,1087.43,34961.64
2017-10-02 09:00:00+00:00,1273.1,40931.06,956.48,30751.5,1084.55,34869.04
2017-10-30 09:00:00+00:00,1272.75,40919.8,966.91,31086.83,1093.8,35166.44
2017-11-01 09:00:00+00:00,1279.25,41128.78,961.48,30912.26,1099.52,35350.34
2017-11-30 09:00:00+00:00,1282.15,41222.02,952.64,30628.04,1084.06,34853.29
2017-12-01 09:00:00+00:00,1277.25,41064.48,946.57,30432.89,1072.51,34481.95
2017-12-31 09:00:00+00:00,1296.5,41683.38,960.84,30891.68,1082.45,34801.53
2018-01-02 09:00:00+00:00,1312.8,42207.44,968.85,31149.21,1087.52,34964.53
2018-01-30 09:00:00+00:00,1345.7,43265.2,954.37,30683.66,1083.56,34837.21
2018-02-01 09:00:00+00:00,1341.1,43117.3,941.99,30285.64,1077.98,34657.81
2018-03-01 09:00:00+00:00,1311.25,42157.61,953.8,30665.34,1075.75,34586.12
2018-03-31 09:00:00+00:00,1323.85,42562.7,941.79,30279.21,1074.57,34548.18
2018-04-03 09:00:00+00:00,1336.6,42972.63,949.65,30531.91,1085.99,34915.34
2018-04-30 09:00:00+00:00,1316.25,42318.36,958.62,30820.3,1087.62,34967.74
2018-05-01 09:00:00+00:00,1309.2,42091.7,956.37,30747.96,1087.68,34969.67
2018-05-30 09:00:00+00:00,1298.6,41750.9,979.27,31484.22,1119.26,35984.99
2018-06-01 09:00:00+00:00,1299.15,41768.58,976.83,31405.77,1111.42,35732.93
2018-06-30 09:00:00+00:00,1250.45,40202.84,950.59,30562.13,1074.14,34534.35
2018-07-02 09:00:00+00:00,1249.0,40156.22,948.87,30506.83,1072.39,34478.09
2018-07-30 09:00:00+00:00,1222.05,39289.76,931.2,29938.73,1045.95,33628.02
2018-08-01 09:00:00+00:00,1222.75,39312.27,932.47,29979.56,1046.55,33647.32
2018-08-30 09:00:00+00:00,1202.35,38656.39,924.25,29715.28,1028.49,33066.67
2018-09-03 09:00:00+00:00,1201.7,38635.5,933.0,29996.6,1035.75,33300.09
2018-10-01 09:00:00+00:00,1185.3,38108.22,907.94,29190.91,1021.02,32826.51
2018-10-30 09:00:00+00:00,1220.0,39223.85,956.36,30747.64,1074.33,34540.46
2018-11-01 09:00:00+00:00,1223.25,39328.34,950.47,30558.28,1075.85,34589.33
2018-11-30 09:00:00+00:00,1220.45,39238.32,956.95,30766.61,1073.75,34521.81
2018-12-03 09:00:00+00:00,1231.05,39579.12,966.0,31057.58,1084.92,34880.94
2018-12-31 09:00:00+00:00,1281.65,41205.94,1005.45,32325.92,1120.03,36009.75
2019-01-02 09:00:00+00:00,1287.2,41384.38,1014.44,32614.96,1125.27,36178.22
2019-01-30 09:00:00+00:00,1312.95,42212.26,1002.04,32216.29,1148.44,36923.15
2019-02-01 09:00:00+00:00,1320.75,42463.04,1010.9,32501.14,1151.56,37023.46
2019-03-01 09:00:00+00:00,1309.95,42115.81,989.27,31805.72,1152.23,37045.0
2019-04-01 09:00:00+00:00,1291.9,41535.49,987.27,31741.42,1149.15,36945.98
2019-04-30 09:00:00+00:00,1285.15,41318.47,989.44,31811.19,1145.97,36843.74
2019-05-01 09:00:00+00:00,1281.8,41210.77,980.45,31522.15,1140.8,36677.52
2019-05-30 09:00:00+00:00,1276.45,41038.76,1010.44,32486.35,1146.25,36852.74
2019-06-03 09:00:00+00:00,1313.95,42244.41,1039.47,33419.69,1175.99,37808.9
2019-07-01 09:00:00+00:00,1390.05,44691.08,1099.81,35359.66,1227.41,39462.09
2019-07-30 09:00:00+00:00,1428.45,45925.67,1173.47,37727.88,1281.75,41209.16
2019-08-01 09:00:00+00:00,1406.4,45216.74,1161.12,37330.82,1273.35,40939.09
2019-08-30 09:00:00+00:00,1526.55,49079.65,1253.14,40289.33,1382.75,44456.38
2019-09-02 09:00:00+00:00,1523.35,48976.77,1260.42,40523.39,1388.69,44647.36
2019-09-30 09:00:00+00:00,1487.6,47827.38,1208.38,38850.26,1361.75,43781.22
2019-10-01 09:00:00+00:00,1466.1,47136.14,1193.11,38359.32,1345.29,43252.02
2019-10-30 09:00:00+00:00,1490.15,47909.37,1156.65,37187.11,1340.39,43094.48
2019-11-01 09:00:00+00:00,1509.85,48542.73,1165.76,37480.0,1354.79,43557.45
2019-12-02 09:00:00+00:00,1457.5,46859.65,1130.0,36330.29,1323.26,42543.74
2019-12-30 09:00:00+00:00,1511.5,48595.78,1152.37,37049.5,1350.22,43410.52
2020-01-02 09:00:00+00:00,1520.55,48886.75,1151.36,37017.03,1358.46,43675.44
2020-01-30 09:00:00+00:00,1580.4,50810.97,1213.75,39022.91,1435.16,46141.4
2020-02-03 09:00:00+00:00,1578.85,50761.13,1207.98,38837.4,1426.65,45867.8
2020-03-01 00:00:00+00:00,1595.99,51312.2,1253.02,40285.47,1452.33,46693.43
2020-03-30 00:00:00+00:00,1634.65,52555.14,1313.17,42219.33,1468.08,47199.8
2020-04-01 00:00:00+00:00,1585.39,50971.4,1278.13,41092.77,1438.09,46235.6
2020-04-30 00:00:00+00:00,1720.59,55318.17,1380.07,44370.22,1582.11,50865.94
2020-05-01 00:00:00+00:00,1694.65,54484.18,1347.31,43316.96,1548.62,49789.22
2020-05-30 00:00:00+00:00,1739.7,55932.57,1413.96,45459.8,1572.45,50555.37
2020-06-01 00:00:00+00:00,1746.0,56135.12,1414.65,45481.99,1571.0,50508.75
2020-06-30 00:00:00+00:00,1778.76,57188.38,1445.18,46463.55,1581.86,50857.91
2020-07-01 00:00:00+00:00,1788.68,57507.31,1444.25,46433.65,1592.54,51201.28
2020-07-30 00:00:00+00:00,1972.99,63433.01,1520.48,48884.5,1675.02,53853.07
2020-08-01 00:00:00+00:00,1987.73,63906.91,1523.94,48995.74,1693.96,54462.0
2020-08-30 00:00:00+00:00,1975.92,63527.21,1479.43,47564.71,1656.96,53272.42
2020-09-01 00:00:00+00:00,1974.2,63471.91,1477.6,47505.87,1654.14,53181.76
2020-09-30 00:00:00+00:00,1902.88,61178.92,1479.48,47566.32,1620.89,52112.75
2020-10-01 00:00:00+00:00,1893.8,60887.0,1466.52,47149.64,1615.68,51945.24
2020-10-30 00:00:00+00:00,1874.35,60261.66,1449.8,46612.08,1605.24,51609.59
2020-11-01 00:00:10+00:00,1887.65,60689.27,1456.36,46822.99,1619.85,52079.31
2020-11-30 00:00:00+00:00,1792.4,57626.91,1356.85,43623.68,1509.75,48539.52
2020-12-01 00:00:00+00:00,1784.46,57371.64,1338.4,43030.5,1495.08,48067.87
2020-12-30 00:00:10+00:00,1884.74,60595.71,1396.66,44903.6,1538.51,49464.17
2021-01-01 00:00:10+00:00,1904.56,61232.94,1399.47,44993.94,1563.02,50252.19
2021-01-30 00:00:00+00:00,1857.51,59720.25,1361.13,43761.28,1535.9,49380.26
2021-02-01 00:00:10+00:00,1862.12,59868.46,1359.73,43716.27,1536.29,49392.8
2021-03-01 00:00:20+00:00,1744.78,56095.9,1248.87,40152.04,1443.33,46404.07
2021-03-30 00:00:20+00:00,1717.38,55214.97,1247.05,40093.53,1459.53,46924.91
2021-04-01 00:00:20+00:00,1712.86,55069.65,1242.75,39955.28,1460.82,46966.39
2021-04-30 00:00:10+00:00,1778.78,57189.02,1275.35,41003.4,1467.33,47175.69
2021-05-01 00:00:10+00:00,1778.56,57181.95,1292.67,41560.25,1484.53,47728.68
2021-05-30 00:00:10+00:00,1912.72,61495.29,1348.04,43340.43,1567.69,50402.33
2021-06-01 00:00:10+00:00,1916.29,61610.06,1353.14,43504.4,1572.05,50542.51
2021-06-30 00:00:10+00:00,1766.97,56809.32,1276.97,41055.48,1485.04,47745.08
2021-07-01 00:00:10+00:00,1773.69,57025.38,1282.9,41246.13,1496.28,48106.45
2021-07-30 00:00:00+00:00,1835.94,59026.76,1315.07,42280.42,1544.31,49650.65
2021-08-01 00:00:00+00:00,1821.95,58576.97,1309.42,42098.77,1533.09,49289.92
2021-08-30 00:00:13+00:00,1824.13,58647.06,1325.47,42614.79,1546.11,49708.52
2021-09-01 00:00:10+00:00,1820.09,58517.17,1323.56,42553.38,1541.25,49552.27
2021-09-30 00:00:10+00:00,1734.09,55752.21,1291.61,41526.17,1494.81,48059.19
2021-10-01 00:00:10+00:00,1758.49,56536.68,1305.72,41979.81,1519.42,48850.42
2021-10-30 00:00:10+00:00,1793.24,57653.92,1316.02,42310.96,1548.49,49785.04
2021-11-01 00:00:13+00:00,1785.57,57407.33,1305.07,41958.91,1545.16,49677.98
2021-11-30 00:00:10+00:00,1792.29,57623.38,1346.2,43281.27,1587.17,51028.63
2021-12-01 00:00:10+00:00,1778.76,57188.38,1337.86,43013.14,1569.95,50474.99
2021-12-30 00:00:00+00:00,1810.06,58194.7,1341.14,43118.59,1593.42,51229.57
2022-01-01 00:00:10+00:00,1839.22,59132.21,1369.3,44023.95,1618.52,52036.55
2022-01-30 00:00:13+00:00,1798.38,57819.18,1343.02,43179.03,1613.83,51885.76
2022-02-01 00:00:10+00:00,1803.3,57977.36,1341.35,43125.34,1605.99,51633.7
2022-03-01 00:00:10+00:00,1912.87,61500.11,1424.73,45806.07,1705.19,54823.05
2022-03-30 00:00:03+00:00,1922.29,61802.97,1468.13,47201.41,1733.14,55721.66
2022-04-01 00:00:10+00:00,1942.67,62458.2,1477.89,47515.2,1754.51,56408.72
2022-04-30 00:00:13+00:00,1907.15,61316.21,1522.4,48946.23,1805.47,58047.12
2022-05-01 00:00:10+00:00,1906.7,61301.74,1516.54,48757.82,1808.41,58141.65
2022-05-30 00:00:00+00:00,1855.63,59659.8,1469.9,47258.31,1729.48,55603.99
2022-06-01 00:00:01+00:00,1841.95,59219.98,1460.8,46965.74,1715.73,55161.92
2022-06-30 00:04:03+00:00,1823.88,58639.02,1504.39,48367.19,1747.11,56170.81
2022-07-01 00:00:10+00:00,1812.2,58263.5,1490.31,47914.51,1729.48,55603.99
2022-07-30 00:00:10+00:00,1775.32,57077.78,1472.95,47356.37,1738.78,55902.99
2022-08-01 00:00:10+00:00,1767.65,56831.18,1452.75,46706.93,1731.28,55661.86
2022-08-30 00:00:10+00:00,1744.89,56099.43,1488.66,47861.46,1743.01,56038.99
2022-09-01 00:03:25+00:00,1713.01,55074.47,1477.72,47509.73,1707.53,54898.28
2022-09-30 00:00:10+00:00,1669.73,53682.99,1494.81,48059.19,1698.8,54617.61
2022-10-01 00:00:10+00:00,1669.38,53671.74,1510.16,48552.7,1705.48,54832.38
2022-10-30 00:00:10+00:00,1653.95,53175.65,1424.26,45790.96,1659.97,53369.2
2022-11-01 00:00:10+00:00,1637.55,52648.38,1428.03,45912.16,1656.48,53256.99
2022-11-30 00:00:15+00:00,1754.42,56405.83,1468.64,47217.8,1699.41,54637.22
2022-12-01 00:00:27+00:00,1778.9,57192.88,1473.25,47366.02,1706.66,54870.31
2022-12-30 00:00:20+00:00,1820.68,58536.14,1510.31,48557.52,1707.92,54910.82
2023-01-01 00:00:25+00:00,1833.48,58947.67,1514.53,48693.2,1714.13,55110.48
2023-01-30 00:00:21+00:00,1934.84,62206.46,1560.42,50168.6,1779.7,57218.6
2023-02-01 00:00:23+00:00,1929.43,62032.53,1567.61,50399.76,1776.59,57118.61
2023-03-01 00:00:23+00:00,1827.54,58756.69,1518.82,48831.13,1727.92,55553.84
2023-03-30 00:00:28+00:00,1965.29,63185.45,1596.54,51329.88,1812.62,58277.0
2023-04-01 00:00:10+00:00,1974.97,63496.67,1601.6,51492.56,1821.82,58572.79
2023-04-30 00:00:27+00:00,1995.99,64172.48,1586.59,51009.98,1811.81,58250.96
2023-05-01 00:02:34+00:00,1988.69,63937.78,1583.62,50914.49,1805.97,58063.2
2023-05-30 00:00:21+00:00,1941.8,62430.23,1572.72,50564.05,1813.61,58308.83
2023-06-01 00:00:28+00:00,1966.53,63225.32,1580.12,50801.96,1838.93,59122.89
2023-06-30 00:00:28+00:00,1908.97,61374.72,1513.49,48659.76,1756.57,56474.96
2023-07-01 00:00:19+00:00,1921.63,61781.75,1513.33,48654.62,1761.32,56627.67
2023-07-30 00:00:21+00:00,1962.05,63081.28,1527.25,49102.16,1780.69,57250.43
2023-08-01 00:00:28+00:00,1964.13,63148.15,1530.74,49214.36,1786.07,57423.4
2023-08-30 00:00:29+00:00,1936.47,62258.87,1532.41,49268.05,1781.43,57274.22
2023-09-01 00:00:15+00:00,1940.23,62379.75,1531.17,49228.19,1789.34,57528.53
2023-09-30 00:00:25+00:00,1851.05,59512.55,1517.53,48789.65,1751.2,56302.31
2023-10-01 00:00:26+00:00,1851.05,59512.55,1517.53,48789.65,1751.2,56302.31
2023-10-30 00:00:22+00:00,2004.98,64461.51,1655.5,53225.48,1898.46,61036.82
2023-11-01 02:10:00+00:00,1982.84,63749.69,1633.77,52526.85,1876.45,60329.18
2023-11-30 00:00:21+00:00,2047.24,65820.2,1612.67,51848.47,1865.7,59983.56
2023-12-01 00:00:21+00:00,2042.27,65660.41,1616.88,51983.82,1875.07,60284.81
2023-12-30 00:00:26+00:00,2068.1,66490.86,1624.44,52226.88,1870.72,60144.96
2024-01-01 00:00:23+00:00,2068.1,66490.86,1624.44,52226.88,1870.72,60144.96
2024-01-30 00:00:21+00:00,2033.51,65378.77,1599.39,51421.51,1876.83,60341.4
2024-02-01 00:00:19+00:00,2042.21,65658.48,1610.62,51782.56,1890.27,60773.5
2024-03-01 00:00:26+00:00,2046.2,65786.76,1620.48,52099.57,1893.6,60880.57
2024-03-30 00:00:27+00:00,2238.24,71960.98,1773.2,57009.62,2074.21,66687.3
2024-04-01 00:00:27+00:00,2247.73,72266.09,1778.75,57188.06,2082.63,66958.01
2024-04-12 15:05:11+00:00,,,1955.75,62878.73,2288.71,73583.63
2024-04-30 00:00:27+00:00,2335.3,75081.53,1859.37,59780.05,2179.39,70068.91
2024-05-01 00:00:28+00:00,2294.31,73763.67,1837.04,59062.12,2151.0,69156.16
2024-05-20 05:48:20+00:00,2452.66,78854.74,,,,
2024-05-30 00:00:21+00:00,2340.71,75255.46,1843.47,59268.85,2167.13,69674.75
2024-05-31 13:52:15+00:00,2353.94,75680.82,,,,
2024-05-31 14:34:12+00:00,,,1835.08,58999.11,2154.32,69262.9
